,Name,Rating,Number of Ratings,Longitude,Latitude,Types,neighborhood,Type_1,Type_2,Type_3,Type_4
842,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,spa, lodging, restaurant, food
843,Dining Hall,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
844,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
845,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
846,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,bakery, store, restaurant, food
847,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
848,KFC,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
849,McDonald's,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
850,Domino's Pizza,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,meal_delivery, meal_takeaway, restaurant, point_of_interest
851,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
852,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
853,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
854,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, meal_delivery, meal_takeaway, point_of_interest
855,Dominos,3.8,639.0,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,meal_delivery, meal_takeaway, restaurant, food
856,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
857,Hardee's,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
858,KFC,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
859,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, meal_delivery, meal_takeaway, food
860,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
861,Mama Noura,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
862,Herfy,3.8,1376.0,46.6983362,24.6940569,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
863,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
864,Herfy,3.7,380.0,46.6575254,24.7559561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
865,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
866,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,meal_delivery, restaurant, food, point_of_interest
867,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, meal_delivery, meal_takeaway, food
868,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
869,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
870,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,meal_delivery, restaurant, point_of_interest, food
871,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
872,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,"['grocery_or_supermarket', 'health', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",حي الملقا,grocery_or_supermarket, health, restaurant, point_of_interest
873,KFC,3.6,1452.0,46.7923858,24.6840264,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
874,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
875,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,meal_delivery, restaurant, food, point_of_interest
876,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, meal_delivery, meal_takeaway, food
877,KFC,3.6,1311.0,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
878,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
879,Herfy,3.8,896.0,46.6736126,24.7609124,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
880,برجر كاسل,4.1,1057.0,46.6345087,24.714561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
881,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
882,Subway,3.7,452.0,46.7834343,24.7289012,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
883,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, night_club, bar, food
884,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
885,McDonald's,3.7,2042.0,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
886,Herfy,3.5,746.0,46.675,24.6755556,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
887,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,lodging, restaurant, food, point_of_interest
888,Subway,3.8,341.0,46.65607869999999,24.608878,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
889,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
890,McDonald's,3.9,3568.0,46.794646,24.713222,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
891,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
892,KFC,3.8,1219.0,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
893,Herfy,3.6,872.0,46.750084,24.7795459,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
894,KFC,3.5,1825.0,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
895,KFC,3.8,2246.0,46.6647609,24.7045778,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
896,Pizza Era,3.9,401.0,46.6423155,24.8200347,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
897,Al Romansiah,4.2,11683.0,46.63529399999999,24.783657,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
898,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الملقا,restaurant, point_of_interest, food, establishment
899,Herfy,3.8,1081.0,46.7975115,24.7809607,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الملقا,restaurant, food, point_of_interest, establishment
960,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,lodging, restaurant, food, point_of_interest
961,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
962,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,spa, lodging, restaurant, food
963,Dining Hall,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
964,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
965,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
966,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,"['bakery', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,bakery, store, restaurant, point_of_interest
967,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
968,KFC,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
969,McDonald's,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
970,Domino's Pizza,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,meal_delivery, meal_takeaway, restaurant, food
971,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
972,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
973,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
974,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, meal_delivery, meal_takeaway, food
975,Dominos,3.8,639.0,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,meal_delivery, meal_takeaway, restaurant, point_of_interest
976,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
977,Hardee's,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
978,KFC,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
979,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, meal_delivery, meal_takeaway, point_of_interest
980,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
981,Mama Noura,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
982,Herfy,3.8,1376.0,46.6983362,24.6940569,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
983,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
984,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
985,Herfy,3.7,380.0,46.6575254,24.7559561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
986,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,"['grocery_or_supermarket', 'restaurant', 'food', 'store', 'point_of_interest', 'health', 'establishment']",حي الندى,grocery_or_supermarket, restaurant, food, store
987,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, meal_delivery, meal_takeaway, food
988,KFC,3.6,1452.0,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
989,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,meal_delivery, restaurant, food, point_of_interest
990,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
991,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
992,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,meal_delivery, restaurant, food, point_of_interest
993,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
994,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
995,KFC,3.6,1311.0,46.713719,24.6382089,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
996,Kudu - Al Wurud,4.0,1024.0,46.6758245,24.7322926,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, meal_delivery, meal_takeaway, point_of_interest
997,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,meal_delivery, restaurant, food, point_of_interest
998,Sheikh Al-Mandi Restaurant,3.5,2022.0,46.70186499999999,24.693749,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
999,Herfy,3.8,896.0,46.6736126,24.7609124,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
1000,Subway,3.7,452.0,46.7834343,24.7289012,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
1001,برجر كاسل,4.1,1057.0,46.6345087,24.714561,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1002,Burger King - Exit 28,3.8,1294.0,46.6212052,24.5681274,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1003,وايت قاردن,4.2,4534.0,46.6836945,24.6943084,"['restaurant', 'night_club', 'bar', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, night_club, bar, food
1004,Al Tazaj,3.6,4796.0,46.6443952,24.6002206,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1005,Al Romansiah,4.2,9584.0,46.7069578,24.5620929,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1006,McDonald's,3.7,2043.0,46.640038,24.598766,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1007,McDonald's,3.9,3568.0,46.794646,24.713222,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1008,Herfy,3.5,746.0,46.675,24.6755556,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
1009,Fairmont Riyadh,4.7,5105.0,46.7182893,24.8082207,"['lodging', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,lodging, restaurant, point_of_interest, food
1010,Subway,3.8,341.0,46.65607869999999,24.608878,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
1011,KFC,3.8,1219.0,46.6889225,24.62540690000001,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1012,Burger King - Exit 8 Dammam Rd,3.7,1210.0,46.743149,24.800591,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1013,Al Romansiah Restaurant - Al Nasseem District,4.2,8154.0,46.81462699999999,24.7335149,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1014,Herfy,3.6,872.0,46.750084,24.7795459,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1015,Herfy,3.8,1081.0,46.7975115,24.7809607,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
1016,KFC,3.5,1825.0,46.76440969999999,24.7327532,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1017,Al Romansiah,4.2,9460.0,46.792399,24.695811,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1018,Burger King - Rawdah,3.7,1370.0,46.76226500000001,24.735643,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الندى,restaurant, point_of_interest, food, establishment
1019,KFC,3.8,2246.0,46.6647609,24.7045778,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الندى,restaurant, food, point_of_interest, establishment
1020,فندق ميرا,3.7,1336.0,46.69398469999999,24.7012777,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,lodging, restaurant, food, point_of_interest
1021,مركز ماي كار لصيانة السيارات الاوروبية,3.5,2755.0,46.5764369,24.85175139999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1022,Luthan Hotel and Spa,4.0,423.0,46.6417087,24.7066487,"['spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,spa, lodging, restaurant, food
1023,Dining Hall,3.0,27.0,46.6196551,24.7209893,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1024,Sushi Yoshi,4.0,1721.0,46.7061255,24.7048211,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1025,Najd Village,3.9,11310.0,46.70469529999999,24.7426043,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1026,Wooden Bakery,4.3,10550.0,46.7226815,24.6941192,"['bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",حي الصحافة,bakery, restaurant, food, store
1027,Najd Village,3.8,8468.0,46.66923329999999,24.6976883,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1028,KFC,3.7,2198.0,46.737091,24.59506409999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1029,McDonald's,3.9,2735.0,46.69138399999999,24.570255,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1030,Domino's Pizza,3.8,589.0,46.6049938,24.692347,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,meal_delivery, meal_takeaway, restaurant, food
1031,Mama Noura,4.3,23691.0,46.70188479999999,24.6916263,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1032,Burger King - Al Quds,3.6,1707.0,46.740762,24.75733899999999,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1033,Derati Restaurant,3.7,1331.0,46.58854249999999,24.6368753,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1034,Kudu - Al Rayyan,3.8,1803.0,46.7889345,24.7092575,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, meal_delivery, meal_takeaway, point_of_interest
1035,Dominos,3.8,639.0,46.6240752,24.8105963,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,meal_delivery, meal_takeaway, restaurant, point_of_interest
1036,Derati Restaurants & Kitchens,3.8,994.0,46.66901430000001,24.5881775,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1037,Hardee's,3.3,827.0,46.6436339,24.6008518,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1038,KFC,3.5,975.0,46.6441676,24.6004069,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1039,Kudu - Al Malaz,3.9,1944.0,46.72442909999999,24.6663876,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, meal_delivery, meal_takeaway, point_of_interest
1040,قصر الهند,3.8,6168.0,46.75289959999999,24.75744370000001,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1041,Mama Noura,4.1,11464.0,46.6653609,24.5717473,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1042,Herfy,3.8,1376.0,46.6983362,24.6940569,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1043,Al Jalab Restaurant,4.3,1543.0,46.6870006,24.7337823,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1044,Al Romansiah,4.1,8499.0,46.81412389999999,24.7587183,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1045,Herfy,3.7,380.0,46.6575254,24.7559561,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1046,Kudu - Al Seteen Palace,3.9,2399.0,46.7231741,24.6905735,"['restaurant', 'meal_delivery', 'meal_takeaway', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, meal_delivery, meal_takeaway, point_of_interest
1047,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.7,649.0,46.6625465,24.7579306,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,meal_delivery, restaurant, food, point_of_interest
1048,Diet Center - دايت سنتر,4.1,74.0,46.784153,24.681048,"['grocery_or_supermarket', 'health', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",حي الصحافة,grocery_or_supermarket, health, restaurant, point_of_interest
1049,Al Nafoura Restaurant,3.3,1007.0,46.6251475,24.5884052,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1050,KFC,3.6,1452.0,46.7923858,24.6840264,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1051,Burger King - Bin Turkey,3.7,681.0,46.619087,24.746228,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1052,Al Saudi Restaurant,3.9,4618.0,46.70311350000001,24.6957429,"['restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,restaurant, food, point_of_interest, establishment
1053,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,719.0,46.65586740000001,24.7247857,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,meal_delivery, restaurant, point_of_interest, food
1054,TOKYO,4.3,7203.0,46.68670509999999,24.7181459,"['restaurant', 'point_of_interest', 'food', 'establishment']",حي الصحافة,restaurant, point_of_interest, food, establishment
1055,Little Caesars Pizza! Pizza! !ليتل سيزرز بيتزا! بيتزا,3.9,790.0,46.63085969999999,24.5802744,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",حي الصحافة,meal_delivery, restaurant, food, point_of_interest
