,Name,Score,Category,Price_Range
1103,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1104,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1105,14. كبدة سعد,9.1,Breakfast,$
1106,15. Yogi,9.1,Sandwich Spot,$
1107,16. دوّار السّعادة,9.1,Buffet,$$$
1108,17. TRIESTE,9.1,Café,$
1109,18. Villa Fayrouz,9.0,Restaurant,$$$
1110,19. PORTERHOUSE,9.0,Steakhouse,$$
1111,20. ‏Ajam Coffee,9.0,Café,$
1112,21. Urth caffé,9.0,Food Court,$$
1113,22. Sahaeb Taiba,9.0,Bakery,$
1114,1. Al Mamlaka Social Dining,9.5,Food Court,$
1115,2. Easy Bakery,9.5,Bakery,$$$
1116,3. حطبة,9.3,Restaurant,$$$
1117,4. LPM,9.3,French,$$
1118,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1119,6. Entrecôte Café de Paris,9.3,Swiss,$$
1120,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1121,8. DUNKIN' DONUTS,9.3,Donuts,$$
1122,9. Armin,9.2,Mediterranean,$
1123,10. Marble Cuisine,9.2,Steakhouse,$
1124,11. Yawmiyat,9.1,Lebanese,$
1125,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1126,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1127,14. كبدة سعد,9.1,Breakfast,$
1128,15. Yogi,9.1,Sandwich Spot,$
1129,16. دوّار السّعادة,9.1,Buffet,$$$
1130,17. TRIESTE,9.1,Café,$
1131,18. Villa Fayrouz,9.0,Restaurant,$$$
1132,19. PORTERHOUSE,9.0,Steakhouse,$$
1133,20. ‏Ajam Coffee,9.0,Café,$
1134,21. Urth caffé,9.0,Food Court,$$
1135,22. Sahaeb Taiba,9.0,Bakery,$
1136,1. Al Mamlaka Social Dining,9.5,Food Court,$
1137,2. Easy Bakery,9.5,Bakery,$$$
1138,3. حطبة,9.3,Restaurant,$$$
1139,4. LPM,9.3,French,$$
1140,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1141,6. Entrecôte Café de Paris,9.3,Swiss,$$
1142,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1143,8. DUNKIN' DONUTS,9.3,Donuts,$$
1144,9. Armin,9.2,Mediterranean,$
1145,10. Marble Cuisine,9.2,Steakhouse,$
1146,11. Yawmiyat,9.1,Lebanese,$
1147,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1148,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1149,14. كبدة سعد,9.1,Breakfast,$
1150,15. Yogi,9.1,Sandwich Spot,$
1151,16. دوّار السّعادة,9.1,Buffet,$$$
1152,17. TRIESTE,9.1,Café,$
1153,18. Villa Fayrouz,9.0,Restaurant,$$$
1154,19. PORTERHOUSE,9.0,Steakhouse,$$
1155,20. ‏Ajam Coffee,9.0,Café,$
1156,21. Urth caffé,9.0,Food Court,$$
1157,22. Sahaeb Taiba,9.0,Bakery,$
1158,1. Al Mamlaka Social Dining,9.5,Food Court,$
1159,2. Easy Bakery,9.5,Bakery,$$$
1160,3. حطبة,9.3,Restaurant,$$$
1161,4. LPM,9.3,French,$$
1162,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1163,6. Entrecôte Café de Paris,9.3,Swiss,$$
1164,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1165,8. DUNKIN' DONUTS,9.3,Donuts,$$
1166,9. Armin,9.2,Mediterranean,$
1167,10. Marble Cuisine,9.2,Steakhouse,$
1168,11. Yawmiyat,9.1,Lebanese,$
1169,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1170,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1171,14. كبدة سعد,9.1,Breakfast,$
1172,15. Yogi,9.1,Sandwich Spot,$
1173,16. دوّار السّعادة,9.1,Buffet,$$$
1174,17. TRIESTE,9.1,Café,$
1175,18. Villa Fayrouz,9.0,Restaurant,$$$
1176,19. PORTERHOUSE,9.0,Steakhouse,$$
1177,20. ‏Ajam Coffee,9.0,Café,$
1178,21. Urth caffé,9.0,Food Court,$$
1179,22. Sahaeb Taiba,9.0,Bakery,$
1180,1. Al Mamlaka Social Dining,9.5,Food Court,$
1181,2. Easy Bakery,9.5,Bakery,$$$
1182,3. حطبة,9.3,Restaurant,$$$
1183,4. LPM,9.3,French,$$
1184,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1185,6. Entrecôte Café de Paris,9.3,Swiss,$$
1186,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1187,8. DUNKIN' DONUTS,9.3,Donuts,$$
1188,9. Armin,9.2,Mediterranean,$
1189,10. Marble Cuisine,9.2,Steakhouse,$
1190,11. Yawmiyat,9.1,Lebanese,$
1191,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1192,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1193,14. كبدة سعد,9.1,Breakfast,$
1194,15. Yogi,9.1,Sandwich Spot,$
1195,16. دوّار السّعادة,9.1,Buffet,$$$
1196,17. TRIESTE,9.1,Café,$
1197,18. Villa Fayrouz,9.0,Restaurant,$$$
1198,19. PORTERHOUSE,9.0,Steakhouse,$$
1199,20. ‏Ajam Coffee,9.0,Café,$
1200,21. Urth caffé,9.0,Food Court,$$
1201,22. Sahaeb Taiba,9.0,Bakery,$
1202,1. Al Mamlaka Social Dining,9.5,Food Court,$
1203,2. Easy Bakery,9.5,Bakery,$$$
1204,3. حطبة,9.3,Restaurant,$$$
1205,4. LPM,9.3,French,$$
1206,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1207,6. Entrecôte Café de Paris,9.3,Swiss,$$
1208,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1209,8. DUNKIN' DONUTS,9.3,Donuts,$$
1210,9. Armin,9.2,Mediterranean,$
1211,10. Marble Cuisine,9.2,Steakhouse,$
1212,11. Yawmiyat,9.1,Lebanese,$
1213,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1214,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1215,14. كبدة سعد,9.1,Breakfast,$
1216,15. Yogi,9.1,Sandwich Spot,$
1217,16. دوّار السّعادة,9.1,Buffet,$$$
1218,17. TRIESTE,9.1,Café,$
1219,18. Villa Fayrouz,9.0,Restaurant,$$$
1220,19. PORTERHOUSE,9.0,Steakhouse,$$
1221,20. ‏Ajam Coffee,9.0,Café,$
1222,21. Urth caffé,9.0,Food Court,$$
1223,22. Sahaeb Taiba,9.0,Bakery,$
1224,1. Al Mamlaka Social Dining,9.5,Food Court,$
1225,2. Easy Bakery,9.5,Bakery,$$$
1226,3. حطبة,9.3,Restaurant,$$$
1227,4. LPM,9.3,French,$$
1228,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1229,6. Entrecôte Café de Paris,9.3,Swiss,$$
1230,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1231,8. DUNKIN' DONUTS,9.3,Donuts,$$
1232,9. Armin,9.2,Mediterranean,$
1233,10. Marble Cuisine,9.2,Steakhouse,$
1234,11. Yawmiyat,9.1,Lebanese,$
1235,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1236,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1237,14. كبدة سعد,9.1,Breakfast,$
1238,15. Yogi,9.1,Sandwich Spot,$
1239,16. دوّار السّعادة,9.1,Buffet,$$$
1240,17. TRIESTE,9.1,Café,$
1241,18. Villa Fayrouz,9.0,Restaurant,$$$
1242,19. PORTERHOUSE,9.0,Steakhouse,$$
1243,20. ‏Ajam Coffee,9.0,Café,$
1244,21. Urth caffé,9.0,Food Court,$$
1245,22. Sahaeb Taiba,9.0,Bakery,$
1246,1. Al Mamlaka Social Dining,9.5,Food Court,$
1247,2. Easy Bakery,9.5,Bakery,$$$
1248,3. حطبة,9.3,Restaurant,$$$
1249,4. LPM,9.3,French,$$
1250,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1251,6. Entrecôte Café de Paris,9.3,Swiss,$$
1252,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1253,8. DUNKIN' DONUTS,9.3,Donuts,$$
1254,9. Armin,9.2,Mediterranean,$
1255,10. Marble Cuisine,9.2,Steakhouse,$
1256,11. Yawmiyat,9.1,Lebanese,$
1257,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1258,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1259,14. كبدة سعد,9.1,Breakfast,$
1260,15. Yogi,9.1,Sandwich Spot,$
1261,16. دوّار السّعادة,9.1,Buffet,$$$
1262,17. TRIESTE,9.1,Café,$
1263,18. Villa Fayrouz,9.0,Restaurant,$$$
1264,19. PORTERHOUSE,9.0,Steakhouse,$$
1265,20. ‏Ajam Coffee,9.0,Café,$
1266,21. Urth caffé,9.0,Food Court,$$
1267,22. Sahaeb Taiba,9.0,Bakery,$
1268,1. Al Mamlaka Social Dining,9.5,Food Court,$
1269,2. Easy Bakery,9.5,Bakery,$$$
1270,3. حطبة,9.3,Restaurant,$$$
1271,4. LPM,9.3,French,$$
1272,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$
1273,6. Entrecôte Café de Paris,9.3,Swiss,$$
1274,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$
1275,8. DUNKIN' DONUTS,9.3,Donuts,$$
1276,9. Armin,9.2,Mediterranean,$
1277,10. Marble Cuisine,9.2,Steakhouse,$
1278,11. Yawmiyat,9.1,Lebanese,$
1279,12. LA RUSTICA Pizzeria,9.1,Pizza,$
1280,13. بوفية دار الصباح,9.1,Breakfast,$$$$
1281,14. كبدة سعد,9.1,Breakfast,$
1282,15. Yogi,9.1,Sandwich Spot,$
1283,16. دوّار السّعادة,9.1,Buffet,$$$
1284,17. TRIESTE,9.1,Café,$
1285,18. Villa Fayrouz,9.0,Restaurant,$$$
1286,19. PORTERHOUSE,9.0,Steakhouse,$$
1287,20. ‏Ajam Coffee,9.0,Café,$
1288,21. Urth caffé,9.0,Food Court,$$
1289,22. Sahaeb Taiba,9.0,Bakery,$
1290,1. Knoll Coffee Roasters,9.6,Café,$
1291,2. Plenty Sld’s,9.6,Salad,$
1292,3. شاهي ابو وليد,9.5,Café,$
1293,4. The Sift,9.5,Bakery,$
1294,5. Unsörso Cafè,9.4,Café,$
1295,6. Fabrica De Cafe,9.4,Café,$
1296,7. دوّار السّعادة,9.4,Breakfast,$
1297,8. McDonald's,9.4,Fast Food,$
1298,9. The60Pasta,9.4,Food Truck,$
1299,10. فوال الافراح,9.4,Breakfast,$
1300,11. Dopeamine,9.4,Bakery,$
1301,12. أسماك دلة,9.4,Seafood,$$$
1302,13. Lavash,9.3,Armenian,$
1303,14. Gimme Salad,9.3,Salad,$$
1304,15. The Cheesecake Factory,9.3,American,$
1305,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$
1306,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$
1307,18. Red Box,9.2,Restaurant,$$
1308,19. Shwkat,9.2,Sandwich Spot,$
1309,20. Tokyo,9.2,Japanese,$
1310,21. White Cafe,9.2,Café,$
1311,22. Al Hatab Bakery,9.2,Bakery,$
1312,23. TOASTABLE,9.2,Sandwich Spot,$
1313,24. Baōdo,9.2,Burgers,$
1314,25. MP Sandwich,9.2,Sandwich Spot,$
1315,26. SORS,9.1,Bakery,$$
1316,27. Two Things Bakery,9.1,Bakery,$
1317,28. Kuuru,9.1,Japanese,$
1318,1. Knoll Coffee Roasters,9.6,Café,$
1319,2. Plenty Sld’s,9.6,Salad,$
1320,3. شاهي ابو وليد,9.5,Café,$
1321,4. The Sift,9.5,Bakery,$
1322,5. Unsörso Cafè,9.4,Café,$
1323,6. Fabrica De Cafe,9.4,Café,$
1324,7. دوّار السّعادة,9.4,Breakfast,$
1325,8. McDonald's,9.4,Fast Food,$
1326,9. The60Pasta,9.4,Food Truck,$
1327,10. فوال الافراح,9.4,Breakfast,$
1328,11. Dopeamine,9.4,Bakery,$
1329,12. أسماك دلة,9.4,Seafood,$$$
1330,13. Lavash,9.3,Armenian,$
1331,14. Gimme Salad,9.3,Salad,$$
1332,15. The Cheesecake Factory,9.3,American,$
1333,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$
1334,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$
1335,18. Red Box,9.2,Restaurant,$$
1336,19. Shwkat,9.2,Sandwich Spot,$
1337,20. Tokyo,9.2,Japanese,$
1338,21. White Cafe,9.2,Café,$
1339,22. Al Hatab Bakery,9.2,Bakery,$
1340,23. TOASTABLE,9.2,Sandwich Spot,$
1341,24. Baōdo,9.2,Burgers,$
1342,25. MP Sandwich,9.2,Sandwich Spot,$
1343,26. SORS,9.1,Bakery,$$
1344,27. Two Things Bakery,9.1,Bakery,$
1345,28. Kuuru,9.1,Japanese,$
1346,1. Knoll Coffee Roasters,9.6,Café,$
1347,2. Plenty Sld’s,9.6,Salad,$
1348,3. شاهي ابو وليد,9.5,Café,$
1349,4. The Sift,9.5,Bakery,$
1350,5. Unsörso Cafè,9.4,Café,$
1351,6. Fabrica De Cafe,9.4,Café,$
1352,7. دوّار السّعادة,9.4,Breakfast,$
1353,8. McDonald's,9.4,Fast Food,$
1354,9. The60Pasta,9.4,Food Truck,$
1355,10. فوال الافراح,9.4,Breakfast,$
1356,11. Dopeamine,9.4,Bakery,$
1357,12. أسماك دلة,9.4,Seafood,$$$
1358,13. Lavash,9.3,Armenian,$
1359,14. Gimme Salad,9.3,Salad,$$
1360,15. The Cheesecake Factory,9.3,American,$
1361,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$
1362,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$
1363,18. Red Box,9.2,Restaurant,$$
1364,19. Shwkat,9.2,Sandwich Spot,$
1365,20. Tokyo,9.2,Japanese,$
1366,21. White Cafe,9.2,Café,$
1367,22. Al Hatab Bakery,9.2,Bakery,$
1368,23. TOASTABLE,9.2,Sandwich Spot,$
1369,24. Baōdo,9.2,Burgers,$
1370,25. MP Sandwich,9.2,Sandwich Spot,$
1371,26. SORS,9.1,Bakery,$$
1372,27. Two Things Bakery,9.1,Bakery,$
1373,28. Kuuru,9.1,Japanese,$
1374,1. Knoll Coffee Roasters,9.6,Café,$
1375,2. Plenty Sld’s,9.6,Salad,$
1376,3. شاهي ابو وليد,9.5,Café,$
1377,4. The Sift,9.5,Bakery,$
1378,5. Unsörso Cafè,9.4,Café,$
1379,6. Fabrica De Cafe,9.4,Café,$
1380,7. دوّار السّعادة,9.4,Breakfast,$
1381,8. McDonald's,9.4,Fast Food,$
1382,9. The60Pasta,9.4,Food Truck,$
1383,10. فوال الافراح,9.4,Breakfast,$
1384,11. Dopeamine,9.4,Bakery,$
1385,12. أسماك دلة,9.4,Seafood,$$$
1386,13. Lavash,9.3,Armenian,$
1387,14. Gimme Salad,9.3,Salad,$$
1388,15. The Cheesecake Factory,9.3,American,$
1389,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$
1390,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$
1391,18. Red Box,9.2,Restaurant,$$
1392,19. Shwkat,9.2,Sandwich Spot,$
1393,20. Tokyo,9.2,Japanese,$
1394,21. White Cafe,9.2,Café,$
1395,22. Al Hatab Bakery,9.2,Bakery,$
1396,23. TOASTABLE,9.2,Sandwich Spot,$
1397,24. Baōdo,9.2,Burgers,$
1398,25. MP Sandwich,9.2,Sandwich Spot,$
1399,26. SORS,9.1,Bakery,$$
1400,27. Two Things Bakery,9.1,Bakery,$
1401,28. Kuuru,9.1,Japanese,$
1402,1. Knoll Coffee Roasters,9.6,Café,$
1403,2. Plenty Sld’s,9.6,Salad,$
1404,3. شاهي ابو وليد,9.5,Café,$
1405,4. The Sift,9.5,Bakery,$
1406,5. Unsörso Cafè,9.4,Café,$
1407,6. Fabrica De Cafe,9.4,Café,$
1408,7. دوّار السّعادة,9.4,Breakfast,$
1409,8. McDonald's,9.4,Fast Food,$
1410,9. The60Pasta,9.4,Food Truck,$
1411,10. فوال الافراح,9.4,Breakfast,$
1412,11. Dopeamine,9.4,Bakery,$
1413,12. أسماك دلة,9.4,Seafood,$$$
1414,13. Lavash,9.3,Armenian,$
1415,14. Gimme Salad,9.3,Salad,$$
1416,15. The Cheesecake Factory,9.3,American,$
1417,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$
1418,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$
1419,18. Red Box,9.2,Restaurant,$$
1420,19. Shwkat,9.2,Sandwich Spot,$
1421,20. Tokyo,9.2,Japanese,$
1422,21. White Cafe,9.2,Café,$
1423,22. Al Hatab Bakery,9.2,Bakery,$
1424,23. TOASTABLE,9.2,Sandwich Spot,$
1425,24. Baōdo,9.2,Burgers,$
1426,25. MP Sandwich,9.2,Sandwich Spot,$
1427,26. SORS,9.1,Bakery,$$
1428,27. Two Things Bakery,9.1,Bakery,$
1429,28. Kuuru,9.1,Japanese,$
1430,1. Knoll Coffee Roasters,9.6,Café,$
1431,2. Plenty Sld’s,9.6,Salad,$
1432,3. شاهي ابو وليد,9.5,Café,$
1433,4. The Sift,9.5,Bakery,$
1434,5. Unsörso Cafè,9.4,Café,$
1435,6. Fabrica De Cafe,9.4,Café,$
1436,7. دوّار السّعادة,9.4,Breakfast,$
1437,8. McDonald's,9.4,Fast Food,$
1438,9. The60Pasta,9.4,Food Truck,$
1439,10. فوال الافراح,9.4,Breakfast,$
1440,11. Dopeamine,9.4,Bakery,$
1441,12. أسماك دلة,9.4,Seafood,$$$
1442,13. Lavash,9.3,Armenian,$
1443,14. Gimme Salad,9.3,Salad,$$
1444,15. The Cheesecake Factory,9.3,American,$
1445,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$
1446,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$
1447,18. Red Box,9.2,Restaurant,$$
1448,19. Shwkat,9.2,Sandwich Spot,$
1449,20. Tokyo,9.2,Japanese,$
1450,21. White Cafe,9.2,Café,$
1451,22. Al Hatab Bakery,9.2,Bakery,$
1452,23. TOASTABLE,9.2,Sandwich Spot,$
1453,24. Baōdo,9.2,Burgers,$
1454,25. MP Sandwich,9.2,Sandwich Spot,$
1455,26. SORS,9.1,Bakery,$$
1456,27. Two Things Bakery,9.1,Bakery,$
1457,28. Kuuru,9.1,Japanese,$
1458,1. Knoll Coffee Roasters,9.6,Café,$
1459,2. Plenty Sld’s,9.6,Salad,$
1460,3. شاهي ابو وليد,9.5,Café,$
1461,4. The Sift,9.5,Bakery,$
1462,5. Unsörso Cafè,9.4,Café,$
1463,6. Fabrica De Cafe,9.4,Café,$
1464,7. دوّار السّعادة,9.4,Breakfast,$
1465,8. McDonald's,9.4,Fast Food,$
1466,9. The60Pasta,9.4,Food Truck,$
1467,10. فوال الافراح,9.4,Breakfast,$
1468,11. Dopeamine,9.4,Bakery,$
1469,12. أسماك دلة,9.4,Seafood,$$$
1470,13. Lavash,9.3,Armenian,$
1471,14. Gimme Salad,9.3,Salad,$$
1472,15. The Cheesecake Factory,9.3,American,$
1473,16. بوفيه الموائد الفاخره,9.3,Breakfast,$$
1474,17. مطعم الحمراء البخاري,9.2,Middle Eastern,$
1475,18. Red Box,9.2,Restaurant,$$
1476,19. Shwkat,9.2,Sandwich Spot,$
1477,20. Tokyo,9.2,Japanese,$
1478,21. White Cafe,9.2,Café,$
1479,22. Al Hatab Bakery,9.2,Bakery,$
1480,23. TOASTABLE,9.2,Sandwich Spot,$
1481,24. Baōdo,9.2,Burgers,$
1482,25. MP Sandwich,9.2,Sandwich Spot,$
1483,26. SORS,9.1,Bakery,$$
1484,27. Two Things Bakery,9.1,Bakery,$
1485,28. Kuuru,9.1,Japanese,$
1486,1. Knoll Coffee Roasters,9.6,Café,$
1487,2. Plenty Sld’s,9.6,Salad,$
1488,3. شاهي ابو وليد,9.5,Café,$
1489,4. The Sift,9.5,Bakery,$
1490,5. Unsörso Cafè,9.4,Café,$
1491,6. Fabrica De Cafe,9.4,Café,$
1492,7. دوّار السّعادة,9.4,Breakfast,$
1493,8. McDonald's,9.4,Fast Food,$
1494,9. The60Pasta,9.4,Food Truck,$
1495,10. فوال الافراح,9.4,Breakfast,$
1496,11. Dopeamine,9.4,Bakery,$
1497,12. أسماك دلة,9.4,Seafood,$$$
1498,13. Lavash,9.3,Armenian,$
1499,14. Gimme Salad,9.3,Salad,$$
