,Name,Score,Category,Price_Range
2060,13. DIA BAKERY,9.3,Bakery,$
2061,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2062,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2063,16. Stones,9.3,Café,$
2064,17. Sakaf Cafe,9.3,Café,$
2065,18. Boga Superfoods,9.2,Sandwich Spot,$
2066,19. بلوف,9.2,Restaurant,$
2067,20. Al Hatab Bakery,9.2,Bakery,$$
2068,21. Al Hatab Bakery,9.2,Bakery,$$
2069,22. Signor Sassi,9.2,Italian,$$
2070,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2071,24. Armin,9.2,Eastern European,$$
2072,25. AlKadesiya Bakery,9.2,Bakery,$
2073,26. Armin,9.2,Mediterranean,$
2074,27. BLANCA,9.2,Pizza,$
2075,28. محامص ومطاحن السوادي,9.2,Snacks,$
2076,1. Knoll Coffee Roasters,9.6,Café,$
2077,2. Red Box,9.5,Restaurant,$
2078,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2079,4. The California Burger,9.4,Burgers,$
2080,5. ساين,9.4,Burgers,$
2081,6. Oregano Pizzeria,9.4,Pizza,$
2082,7. AlNaqaa,9.4,Breakfast,$
2083,8. محمصة اليوم الثامن,9.4,Café,$
2084,9. شاي وسمسم,9.4,Café,$$$$
2085,10. Myazū,9.3,Japanese,$
2086,11. WHJ CAFE,9.3,Café,$
2087,12. Al Afrah Restaurant,9.3,Breakfast,$
2088,13. DIA BAKERY,9.3,Bakery,$
2089,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2090,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2091,16. Stones,9.3,Café,$
2092,17. Sakaf Cafe,9.3,Café,$
2093,18. Boga Superfoods,9.2,Sandwich Spot,$
2094,19. بلوف,9.2,Restaurant,$
2095,20. Al Hatab Bakery,9.2,Bakery,$$
2096,21. Al Hatab Bakery,9.2,Bakery,$$
2097,22. Signor Sassi,9.2,Italian,$$
2098,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2099,24. Armin,9.2,Eastern European,$$
2100,25. AlKadesiya Bakery,9.2,Bakery,$
2101,26. Armin,9.2,Mediterranean,$
2102,27. BLANCA,9.2,Pizza,$
2103,28. محامص ومطاحن السوادي,9.2,Snacks,$
2104,1. Knoll Coffee Roasters,9.6,Café,$
2105,2. Red Box,9.5,Restaurant,$
2106,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2107,4. The California Burger,9.4,Burgers,$
2108,5. ساين,9.4,Burgers,$
2109,6. Oregano Pizzeria,9.4,Pizza,$
2110,7. AlNaqaa,9.4,Breakfast,$
2111,8. محمصة اليوم الثامن,9.4,Café,$
2112,9. شاي وسمسم,9.4,Café,$$$$
2113,10. Myazū,9.3,Japanese,$
2114,11. WHJ CAFE,9.3,Café,$
2115,12. Al Afrah Restaurant,9.3,Breakfast,$
2116,13. DIA BAKERY,9.3,Bakery,$
2117,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2118,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2119,16. Stones,9.3,Café,$
2120,17. Sakaf Cafe,9.3,Café,$
2121,18. Boga Superfoods,9.2,Sandwich Spot,$
2122,19. بلوف,9.2,Restaurant,$
2123,20. Al Hatab Bakery,9.2,Bakery,$$
2124,21. Al Hatab Bakery,9.2,Bakery,$$
2125,22. Signor Sassi,9.2,Italian,$$
2126,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2127,24. Armin,9.2,Eastern European,$$
2128,25. AlKadesiya Bakery,9.2,Bakery,$
2129,26. Armin,9.2,Mediterranean,$
2130,27. BLANCA,9.2,Pizza,$
2131,28. محامص ومطاحن السوادي,9.2,Snacks,$
2132,1. Knoll Coffee Roasters,9.6,Café,$
2133,2. Red Box,9.5,Restaurant,$
2134,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2135,4. The California Burger,9.4,Burgers,$
2136,5. ساين,9.4,Burgers,$
2137,6. Oregano Pizzeria,9.4,Pizza,$
2138,7. AlNaqaa,9.4,Breakfast,$
2139,8. محمصة اليوم الثامن,9.4,Café,$
2140,9. شاي وسمسم,9.4,Café,$$$$
2141,10. Myazū,9.3,Japanese,$
2142,11. WHJ CAFE,9.3,Café,$
2143,12. Al Afrah Restaurant,9.3,Breakfast,$
2144,13. DIA BAKERY,9.3,Bakery,$
2145,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2146,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2147,16. Stones,9.3,Café,$
2148,17. Sakaf Cafe,9.3,Café,$
2149,18. Boga Superfoods,9.2,Sandwich Spot,$
2150,19. بلوف,9.2,Restaurant,$
2151,20. Al Hatab Bakery,9.2,Bakery,$$
2152,21. Al Hatab Bakery,9.2,Bakery,$$
2153,22. Signor Sassi,9.2,Italian,$$
2154,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2155,24. Armin,9.2,Eastern European,$$
2156,25. AlKadesiya Bakery,9.2,Bakery,$
2157,26. Armin,9.2,Mediterranean,$
2158,27. BLANCA,9.2,Pizza,$
2159,28. محامص ومطاحن السوادي,9.2,Snacks,$
2160,1. Knoll Coffee Roasters,9.6,Café,$
2161,2. Red Box,9.5,Restaurant,$
2162,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2163,4. The California Burger,9.4,Burgers,$
2164,5. ساين,9.4,Burgers,$
2165,6. Oregano Pizzeria,9.4,Pizza,$
2166,7. AlNaqaa,9.4,Breakfast,$
2167,8. محمصة اليوم الثامن,9.4,Café,$
2168,9. شاي وسمسم,9.4,Café,$$$$
2169,10. Myazū,9.3,Japanese,$
2170,11. WHJ CAFE,9.3,Café,$
2171,12. Al Afrah Restaurant,9.3,Breakfast,$
2172,13. DIA BAKERY,9.3,Bakery,$
2173,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2174,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2175,16. Stones,9.3,Café,$
2176,17. Sakaf Cafe,9.3,Café,$
2177,18. Boga Superfoods,9.2,Sandwich Spot,$
2178,19. بلوف,9.2,Restaurant,$
2179,20. Al Hatab Bakery,9.2,Bakery,$$
2180,21. Al Hatab Bakery,9.2,Bakery,$$
2181,22. Signor Sassi,9.2,Italian,$$
2182,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2183,24. Armin,9.2,Eastern European,$$
2184,25. AlKadesiya Bakery,9.2,Bakery,$
2185,26. Armin,9.2,Mediterranean,$
2186,27. BLANCA,9.2,Pizza,$
2187,28. محامص ومطاحن السوادي,9.2,Snacks,$
2188,1. Knoll Coffee Roasters,9.6,Café,$
2189,2. Red Box,9.5,Restaurant,$
2190,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2191,4. The California Burger,9.4,Burgers,$
2192,5. ساين,9.4,Burgers,$
2193,6. Oregano Pizzeria,9.4,Pizza,$
2194,7. AlNaqaa,9.4,Breakfast,$
2195,8. محمصة اليوم الثامن,9.4,Café,$
2196,9. شاي وسمسم,9.4,Café,$$$$
2197,10. Myazū,9.3,Japanese,$
2198,11. WHJ CAFE,9.3,Café,$
2199,12. Al Afrah Restaurant,9.3,Breakfast,$
2200,13. DIA BAKERY,9.3,Bakery,$
2201,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2202,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2203,16. Stones,9.3,Café,$
2204,17. Sakaf Cafe,9.3,Café,$
2205,18. Boga Superfoods,9.2,Sandwich Spot,$
2206,19. بلوف,9.2,Restaurant,$
2207,20. Al Hatab Bakery,9.2,Bakery,$$
2208,21. Al Hatab Bakery,9.2,Bakery,$$
2209,22. Signor Sassi,9.2,Italian,$$
2210,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2211,24. Armin,9.2,Eastern European,$$
2212,25. AlKadesiya Bakery,9.2,Bakery,$
2213,26. Armin,9.2,Mediterranean,$
2214,27. BLANCA,9.2,Pizza,$
2215,28. محامص ومطاحن السوادي,9.2,Snacks,$
2216,1. Knoll Coffee Roasters,9.6,Café,$
2217,2. Red Box,9.5,Restaurant,$
2218,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2219,4. The California Burger,9.4,Burgers,$
2220,5. ساين,9.4,Burgers,$
2221,6. Oregano Pizzeria,9.4,Pizza,$
2222,7. AlNaqaa,9.4,Breakfast,$
2223,8. محمصة اليوم الثامن,9.4,Café,$
2224,9. شاي وسمسم,9.4,Café,$$$$
2225,10. Myazū,9.3,Japanese,$
2226,11. WHJ CAFE,9.3,Café,$
2227,12. Al Afrah Restaurant,9.3,Breakfast,$
2228,13. DIA BAKERY,9.3,Bakery,$
2229,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2230,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2231,16. Stones,9.3,Café,$
2232,17. Sakaf Cafe,9.3,Café,$
2233,18. Boga Superfoods,9.2,Sandwich Spot,$
2234,19. بلوف,9.2,Restaurant,$
2235,20. Al Hatab Bakery,9.2,Bakery,$$
2236,21. Al Hatab Bakery,9.2,Bakery,$$
2237,22. Signor Sassi,9.2,Italian,$$
2238,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2239,24. Armin,9.2,Eastern European,$$
2240,25. AlKadesiya Bakery,9.2,Bakery,$
2241,26. Armin,9.2,Mediterranean,$
2242,27. BLANCA,9.2,Pizza,$
2243,28. محامص ومطاحن السوادي,9.2,Snacks,$
2244,1. Knoll Coffee Roasters,9.6,Café,$
2245,2. Red Box,9.5,Restaurant,$
2246,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2247,4. The California Burger,9.4,Burgers,$
2248,5. ساين,9.4,Burgers,$
2249,6. Oregano Pizzeria,9.4,Pizza,$
2250,7. AlNaqaa,9.4,Breakfast,$
2251,8. محمصة اليوم الثامن,9.4,Café,$
2252,9. شاي وسمسم,9.4,Café,$$$$
2253,10. Myazū,9.3,Japanese,$
2254,11. WHJ CAFE,9.3,Café,$
2255,12. Al Afrah Restaurant,9.3,Breakfast,$
2256,13. DIA BAKERY,9.3,Bakery,$
2257,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2258,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2259,16. Stones,9.3,Café,$
2260,17. Sakaf Cafe,9.3,Café,$
2261,18. Boga Superfoods,9.2,Sandwich Spot,$
2262,19. بلوف,9.2,Restaurant,$
2263,20. Al Hatab Bakery,9.2,Bakery,$$
2264,21. Al Hatab Bakery,9.2,Bakery,$$
2265,22. Signor Sassi,9.2,Italian,$$
2266,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2267,24. Armin,9.2,Eastern European,$$
2268,25. AlKadesiya Bakery,9.2,Bakery,$
2269,26. Armin,9.2,Mediterranean,$
2270,27. BLANCA,9.2,Pizza,$
2271,28. محامص ومطاحن السوادي,9.2,Snacks,$
2272,1. Knoll Coffee Roasters,9.6,Café,$
2273,2. Red Box,9.5,Restaurant,$
2274,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$
2275,4. The California Burger,9.4,Burgers,$
2276,5. ساين,9.4,Burgers,$
2277,6. Oregano Pizzeria,9.4,Pizza,$
2278,7. AlNaqaa,9.4,Breakfast,$
2279,8. محمصة اليوم الثامن,9.4,Café,$
2280,9. شاي وسمسم,9.4,Café,$$$$
2281,10. Myazū,9.3,Japanese,$
2282,11. WHJ CAFE,9.3,Café,$
2283,12. Al Afrah Restaurant,9.3,Breakfast,$
2284,13. DIA BAKERY,9.3,Bakery,$
2285,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$
2286,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$
2287,16. Stones,9.3,Café,$
2288,17. Sakaf Cafe,9.3,Café,$
2289,18. Boga Superfoods,9.2,Sandwich Spot,$
2290,19. بلوف,9.2,Restaurant,$
2291,20. Al Hatab Bakery,9.2,Bakery,$$
2292,21. Al Hatab Bakery,9.2,Bakery,$$
2293,22. Signor Sassi,9.2,Italian,$$
2294,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$
2295,24. Armin,9.2,Eastern European,$$
2296,25. AlKadesiya Bakery,9.2,Bakery,$
2297,26. Armin,9.2,Mediterranean,$
2298,27. BLANCA,9.2,Pizza,$
2299,28. محامص ومطاحن السوادي,9.2,Snacks,$
