,Name,Score,Category,Price_Range,Price_Range_encoded,Category_encoded
838,14. Shawarma House,9.0,Middle Eastern,$,0,22
839,15. فلافل ثمار,9.0,Falafel,$,0,11
840,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
841,2. Oregano Pizzeria,9.4,Pizza,$,0,23
842,3. شاي وسمسم,9.4,Café,$,0,8
843,4. Stones,9.3,Café,$,0,8
844,5. Sakaf Cafe,9.3,Café,$,0,8
845,6. Lauda,9.2,Sandwich Spot,$,0,27
846,7. Yubah Bakery,9.1,Bakery,$,0,4
847,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
848,9. AlHatab Bakery,9.1,Bakery,$,0,4
849,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
850,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
851,2. Oregano Pizzeria,9.4,Pizza,$,0,23
852,3. شاي وسمسم,9.4,Café,$,0,8
853,4. Stones,9.3,Café,$,0,8
854,5. Sakaf Cafe,9.3,Café,$,0,8
855,6. Lauda,9.2,Sandwich Spot,$,0,27
856,7. Yubah Bakery,9.1,Bakery,$,0,4
857,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
858,9. AlHatab Bakery,9.1,Bakery,$,0,4
859,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
860,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
861,2. Oregano Pizzeria,9.4,Pizza,$,0,23
862,3. شاي وسمسم,9.4,Café,$,0,8
863,4. Stones,9.3,Café,$,0,8
864,5. Sakaf Cafe,9.3,Café,$,0,8
865,6. Lauda,9.2,Sandwich Spot,$,0,27
866,7. Yubah Bakery,9.1,Bakery,$,0,4
867,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
868,9. AlHatab Bakery,9.1,Bakery,$,0,4
869,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
870,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
871,2. Oregano Pizzeria,9.4,Pizza,$,0,23
872,3. شاي وسمسم,9.4,Café,$,0,8
873,4. Stones,9.3,Café,$,0,8
874,5. Sakaf Cafe,9.3,Café,$,0,8
875,6. Lauda,9.2,Sandwich Spot,$,0,27
876,7. Yubah Bakery,9.1,Bakery,$,0,4
877,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
878,9. AlHatab Bakery,9.1,Bakery,$,0,4
879,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
880,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
881,2. Oregano Pizzeria,9.4,Pizza,$,0,23
882,3. شاي وسمسم,9.4,Café,$,0,8
883,4. Stones,9.3,Café,$,0,8
884,5. Sakaf Cafe,9.3,Café,$,0,8
885,6. Lauda,9.2,Sandwich Spot,$,0,27
886,7. Yubah Bakery,9.1,Bakery,$,0,4
887,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
888,9. AlHatab Bakery,9.1,Bakery,$,0,4
889,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
890,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
891,2. Oregano Pizzeria,9.4,Pizza,$,0,23
892,3. شاي وسمسم,9.4,Café,$,0,8
893,4. Stones,9.3,Café,$,0,8
894,5. Sakaf Cafe,9.3,Café,$,0,8
895,6. Lauda,9.2,Sandwich Spot,$,0,27
896,7. Yubah Bakery,9.1,Bakery,$,0,4
897,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
898,9. AlHatab Bakery,9.1,Bakery,$,0,4
899,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
900,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
901,2. Oregano Pizzeria,9.4,Pizza,$,0,23
902,3. شاي وسمسم,9.4,Café,$,0,8
903,4. Stones,9.3,Café,$,0,8
904,5. Sakaf Cafe,9.3,Café,$,0,8
905,6. Lauda,9.2,Sandwich Spot,$,0,27
906,7. Yubah Bakery,9.1,Bakery,$,0,4
907,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
908,9. AlHatab Bakery,9.1,Bakery,$,0,4
909,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
910,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
911,2. Oregano Pizzeria,9.4,Pizza,$,0,23
912,3. شاي وسمسم,9.4,Café,$,0,8
913,4. Stones,9.3,Café,$,0,8
914,5. Sakaf Cafe,9.3,Café,$,0,8
915,6. Lauda,9.2,Sandwich Spot,$,0,27
916,7. Yubah Bakery,9.1,Bakery,$,0,4
917,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
918,9. AlHatab Bakery,9.1,Bakery,$,0,4
919,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
920,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
921,2. Oregano Pizzeria,9.4,Pizza,$,0,23
922,3. شاي وسمسم,9.4,Café,$,0,8
923,4. Stones,9.3,Café,$,0,8
924,5. Sakaf Cafe,9.3,Café,$,0,8
925,6. Lauda,9.2,Sandwich Spot,$,0,27
926,7. Yubah Bakery,9.1,Bakery,$,0,4
927,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
928,9. AlHatab Bakery,9.1,Bakery,$,0,4
929,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
930,1. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
931,2. Oregano Pizzeria,9.4,Pizza,$,0,23
932,3. شاي وسمسم,9.4,Café,$,0,8
933,4. Stones,9.3,Café,$,0,8
934,5. Sakaf Cafe,9.3,Café,$,0,8
935,6. Lauda,9.2,Sandwich Spot,$,0,27
936,7. Yubah Bakery,9.1,Bakery,$,0,4
937,8. PORTAFILTER بورتافلتر,9.1,Café,$,0,8
938,9. AlHatab Bakery,9.1,Bakery,$,0,4
939,10. فطاير عالطاير للوجبات السريعة,9.0,Fast Food,$,0,12
940,1. AlNaqaa,9.4,Breakfast,$,0,5
941,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
942,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
943,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
944,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
945,6. Fawal Alafrah,9.1,Breakfast,$,0,5
946,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
947,8. AlNaqaa,9.0,Breakfast,$,0,5
948,1. AlNaqaa,9.4,Breakfast,$,0,5
949,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
950,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
951,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
952,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
953,6. Fawal Alafrah,9.1,Breakfast,$,0,5
954,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
955,8. AlNaqaa,9.0,Breakfast,$,0,5
956,1. AlNaqaa,9.4,Breakfast,$,0,5
957,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
958,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
959,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
960,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
961,6. Fawal Alafrah,9.1,Breakfast,$,0,5
962,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
963,8. AlNaqaa,9.0,Breakfast,$,0,5
964,1. AlNaqaa,9.4,Breakfast,$,0,5
965,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
966,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
967,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
968,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
969,6. Fawal Alafrah,9.1,Breakfast,$,0,5
970,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
971,8. AlNaqaa,9.0,Breakfast,$,0,5
972,1. AlNaqaa,9.4,Breakfast,$,0,5
973,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
974,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
975,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
976,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
977,6. Fawal Alafrah,9.1,Breakfast,$,0,5
978,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
979,8. AlNaqaa,9.0,Breakfast,$,0,5
980,1. AlNaqaa,9.4,Breakfast,$,0,5
981,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
982,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
983,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
984,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
985,6. Fawal Alafrah,9.1,Breakfast,$,0,5
986,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
987,8. AlNaqaa,9.0,Breakfast,$,0,5
988,1. AlNaqaa,9.4,Breakfast,$,0,5
989,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
990,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
991,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
992,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
993,6. Fawal Alafrah,9.1,Breakfast,$,0,5
994,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
995,8. AlNaqaa,9.0,Breakfast,$,0,5
996,1. AlNaqaa,9.4,Breakfast,$,0,5
997,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
998,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
999,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
1000,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1001,6. Fawal Alafrah,9.1,Breakfast,$,0,5
1002,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
1003,8. AlNaqaa,9.0,Breakfast,$,0,5
1004,1. AlNaqaa,9.4,Breakfast,$,0,5
1005,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
1006,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
1007,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
1008,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1009,6. Fawal Alafrah,9.1,Breakfast,$,0,5
1010,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
1011,8. AlNaqaa,9.0,Breakfast,$,0,5
1012,1. AlNaqaa,9.4,Breakfast,$,0,5
1013,2. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
1014,3. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,22
1015,4. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
1016,5. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1017,6. Fawal Alafrah,9.1,Breakfast,$,0,5
1018,7. AL TYSEER,9.0,Middle Eastern,$$,1,22
1019,8. AlNaqaa,9.0,Breakfast,$,0,5
1020,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1021,2. ساين,9.4,Burgers,$,0,7
1022,3. Miray Specialty Cafe,9.1,Café,$,0,8
1023,4. Finding Sushi,9.1,Sushi,$$,1,32
1024,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1025,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1026,2. ساين,9.4,Burgers,$,0,7
1027,3. Miray Specialty Cafe,9.1,Café,$,0,8
1028,4. Finding Sushi,9.1,Sushi,$$,1,32
1029,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1030,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1031,2. ساين,9.4,Burgers,$,0,7
1032,3. Miray Specialty Cafe,9.1,Café,$,0,8
1033,4. Finding Sushi,9.1,Sushi,$$,1,32
1034,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1035,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1036,2. ساين,9.4,Burgers,$,0,7
1037,3. Miray Specialty Cafe,9.1,Café,$,0,8
1038,4. Finding Sushi,9.1,Sushi,$$,1,32
1039,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1040,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1041,2. ساين,9.4,Burgers,$,0,7
1042,3. Miray Specialty Cafe,9.1,Café,$,0,8
1043,4. Finding Sushi,9.1,Sushi,$$,1,32
1044,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1045,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1046,2. ساين,9.4,Burgers,$,0,7
1047,3. Miray Specialty Cafe,9.1,Café,$,0,8
1048,4. Finding Sushi,9.1,Sushi,$$,1,32
1049,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1050,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1051,2. ساين,9.4,Burgers,$,0,7
1052,3. Miray Specialty Cafe,9.1,Café,$,0,8
1053,4. Finding Sushi,9.1,Sushi,$$,1,32
1054,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1055,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1056,2. ساين,9.4,Burgers,$,0,7
1057,3. Miray Specialty Cafe,9.1,Café,$,0,8
1058,4. Finding Sushi,9.1,Sushi,$$,1,32
1059,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1060,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1061,2. ساين,9.4,Burgers,$,0,7
1062,3. Miray Specialty Cafe,9.1,Café,$,0,8
1063,4. Finding Sushi,9.1,Sushi,$$,1,32
1064,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1065,1. Ba’a Bakehouse,9.6,Bakery,$,0,4
1066,2. ساين,9.4,Burgers,$,0,7
1067,3. Miray Specialty Cafe,9.1,Café,$,0,8
1068,4. Finding Sushi,9.1,Sushi,$$,1,32
1069,5. شواية الخليج,9.0,Middle Eastern,$$,1,22
1070,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1071,2. Easy Bakery,9.5,Bakery,$$$,2,4
1072,3. حطبة,9.3,Restaurant,$$$,2,25
1073,4. LPM,9.3,French,$$,1,15
1074,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1075,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1076,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1077,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1078,9. Armin,9.2,Mediterranean,$,0,21
1079,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1080,11. Yawmiyat,9.1,Lebanese,$,0,20
1081,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1082,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1083,14. كبدة سعد,9.1,Breakfast,$,0,5
1084,15. Yogi,9.1,Sandwich Spot,$,0,27
1085,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1086,17. TRIESTE,9.1,Café,$,0,8
1087,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1088,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1089,20. ‏Ajam Coffee,9.0,Café,$,0,8
1090,21. Urth caffé,9.0,Food Court,$$,1,13
1091,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1092,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1093,2. Easy Bakery,9.5,Bakery,$$$,2,4
1094,3. حطبة,9.3,Restaurant,$$$,2,25
1095,4. LPM,9.3,French,$$,1,15
1096,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1097,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1098,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1099,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1100,9. Armin,9.2,Mediterranean,$,0,21
1101,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1102,11. Yawmiyat,9.1,Lebanese,$,0,20
1103,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1104,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1105,14. كبدة سعد,9.1,Breakfast,$,0,5
1106,15. Yogi,9.1,Sandwich Spot,$,0,27
1107,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1108,17. TRIESTE,9.1,Café,$,0,8
1109,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1110,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1111,20. ‏Ajam Coffee,9.0,Café,$,0,8
1112,21. Urth caffé,9.0,Food Court,$$,1,13
1113,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1114,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1115,2. Easy Bakery,9.5,Bakery,$$$,2,4
1116,3. حطبة,9.3,Restaurant,$$$,2,25
1117,4. LPM,9.3,French,$$,1,15
1118,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1119,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1120,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1121,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1122,9. Armin,9.2,Mediterranean,$,0,21
1123,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1124,11. Yawmiyat,9.1,Lebanese,$,0,20
1125,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1126,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1127,14. كبدة سعد,9.1,Breakfast,$,0,5
1128,15. Yogi,9.1,Sandwich Spot,$,0,27
1129,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1130,17. TRIESTE,9.1,Café,$,0,8
1131,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1132,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1133,20. ‏Ajam Coffee,9.0,Café,$,0,8
1134,21. Urth caffé,9.0,Food Court,$$,1,13
1135,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1136,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1137,2. Easy Bakery,9.5,Bakery,$$$,2,4
1138,3. حطبة,9.3,Restaurant,$$$,2,25
1139,4. LPM,9.3,French,$$,1,15
1140,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1141,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1142,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1143,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1144,9. Armin,9.2,Mediterranean,$,0,21
1145,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1146,11. Yawmiyat,9.1,Lebanese,$,0,20
1147,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1148,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1149,14. كبدة سعد,9.1,Breakfast,$,0,5
1150,15. Yogi,9.1,Sandwich Spot,$,0,27
1151,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1152,17. TRIESTE,9.1,Café,$,0,8
1153,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1154,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1155,20. ‏Ajam Coffee,9.0,Café,$,0,8
1156,21. Urth caffé,9.0,Food Court,$$,1,13
1157,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1158,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1159,2. Easy Bakery,9.5,Bakery,$$$,2,4
1160,3. حطبة,9.3,Restaurant,$$$,2,25
1161,4. LPM,9.3,French,$$,1,15
1162,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1163,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1164,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1165,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1166,9. Armin,9.2,Mediterranean,$,0,21
1167,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1168,11. Yawmiyat,9.1,Lebanese,$,0,20
1169,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1170,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1171,14. كبدة سعد,9.1,Breakfast,$,0,5
1172,15. Yogi,9.1,Sandwich Spot,$,0,27
1173,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1174,17. TRIESTE,9.1,Café,$,0,8
1175,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1176,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1177,20. ‏Ajam Coffee,9.0,Café,$,0,8
1178,21. Urth caffé,9.0,Food Court,$$,1,13
1179,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1180,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1181,2. Easy Bakery,9.5,Bakery,$$$,2,4
1182,3. حطبة,9.3,Restaurant,$$$,2,25
1183,4. LPM,9.3,French,$$,1,15
1184,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1185,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1186,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1187,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1188,9. Armin,9.2,Mediterranean,$,0,21
1189,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1190,11. Yawmiyat,9.1,Lebanese,$,0,20
1191,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1192,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1193,14. كبدة سعد,9.1,Breakfast,$,0,5
1194,15. Yogi,9.1,Sandwich Spot,$,0,27
1195,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1196,17. TRIESTE,9.1,Café,$,0,8
1197,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1198,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1199,20. ‏Ajam Coffee,9.0,Café,$,0,8
1200,21. Urth caffé,9.0,Food Court,$$,1,13
1201,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1202,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1203,2. Easy Bakery,9.5,Bakery,$$$,2,4
1204,3. حطبة,9.3,Restaurant,$$$,2,25
1205,4. LPM,9.3,French,$$,1,15
1206,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1207,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1208,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1209,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1210,9. Armin,9.2,Mediterranean,$,0,21
1211,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1212,11. Yawmiyat,9.1,Lebanese,$,0,20
1213,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1214,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1215,14. كبدة سعد,9.1,Breakfast,$,0,5
1216,15. Yogi,9.1,Sandwich Spot,$,0,27
1217,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1218,17. TRIESTE,9.1,Café,$,0,8
1219,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1220,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1221,20. ‏Ajam Coffee,9.0,Café,$,0,8
1222,21. Urth caffé,9.0,Food Court,$$,1,13
1223,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1224,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1225,2. Easy Bakery,9.5,Bakery,$$$,2,4
1226,3. حطبة,9.3,Restaurant,$$$,2,25
1227,4. LPM,9.3,French,$$,1,15
1228,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1229,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1230,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1231,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1232,9. Armin,9.2,Mediterranean,$,0,21
1233,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1234,11. Yawmiyat,9.1,Lebanese,$,0,20
1235,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1236,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1237,14. كبدة سعد,9.1,Breakfast,$,0,5
1238,15. Yogi,9.1,Sandwich Spot,$,0,27
1239,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1240,17. TRIESTE,9.1,Café,$,0,8
1241,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1242,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1243,20. ‏Ajam Coffee,9.0,Café,$,0,8
1244,21. Urth caffé,9.0,Food Court,$$,1,13
1245,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1246,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1247,2. Easy Bakery,9.5,Bakery,$$$,2,4
1248,3. حطبة,9.3,Restaurant,$$$,2,25
1249,4. LPM,9.3,French,$$,1,15
1250,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1251,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1252,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1253,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1254,9. Armin,9.2,Mediterranean,$,0,21
1255,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1256,11. Yawmiyat,9.1,Lebanese,$,0,20
1257,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1258,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1259,14. كبدة سعد,9.1,Breakfast,$,0,5
1260,15. Yogi,9.1,Sandwich Spot,$,0,27
1261,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
1262,17. TRIESTE,9.1,Café,$,0,8
1263,18. Villa Fayrouz,9.0,Restaurant,$$$,2,25
1264,19. PORTERHOUSE,9.0,Steakhouse,$$,1,31
1265,20. ‏Ajam Coffee,9.0,Café,$,0,8
1266,21. Urth caffé,9.0,Food Court,$$,1,13
1267,22. Sahaeb Taiba,9.0,Bakery,$,0,4
1268,1. Al Mamlaka Social Dining,9.5,Food Court,$,0,13
1269,2. Easy Bakery,9.5,Bakery,$$$,2,4
1270,3. حطبة,9.3,Restaurant,$$$,2,25
1271,4. LPM,9.3,French,$$,1,15
1272,5. Farroug Al Shifa Resturant,9.3,Shawarma Restaurant,$,0,29
1273,6. Entrecôte Café de Paris,9.3,Swiss,$$,1,33
1274,7. Oakberry Açai,9.3,Vegan and Vegetarian Restaurant,$$$$,3,34
1275,8. DUNKIN' DONUTS,9.3,Donuts,$$,1,9
1276,9. Armin,9.2,Mediterranean,$,0,21
1277,10. Marble Cuisine,9.2,Steakhouse,$,0,31
1278,11. Yawmiyat,9.1,Lebanese,$,0,20
1279,12. LA RUSTICA Pizzeria,9.1,Pizza,$,0,23
1280,13. بوفية دار الصباح,9.1,Breakfast,$$$$,3,5
1281,14. كبدة سعد,9.1,Breakfast,$,0,5
1282,15. Yogi,9.1,Sandwich Spot,$,0,27
1283,16. دوّار السّعادة,9.1,Buffet,$$$,2,6
