,Name,Score,Category,Price_Range,Price_Range_encoded,Category_encoded
1754,6. BLANCA,9.2,Pizza,$,0,23
1755,7. Flour & Firewood,9.2,Bakery,$,0,4
1756,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1757,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1758,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1759,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1760,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1761,13. Urth Caffé,9.1,Café,$$,1,8
1762,14. BACO,9.1,Asian,$,0,2
1763,15. TRIESTE,9.1,Café,$$$$,3,8
1764,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1765,17. ‏Ajam Coffee,9.0,Café,$,0,8
1766,18. Urth caffé,9.0,Food Court,$$$,2,13
1767,19. WAGYU,9.0,Burgers,$$,1,7
1768,20. Fuchsia,9.0,Armenian,$,0,1
1769,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1770,22. Burger Boutique,9.0,Burgers,$,0,7
1771,23. Aleppo,9.0,Middle Eastern,$,0,22
1772,1. The California Burger,9.4,Burgers,$,0,7
1773,2. LPM,9.3,French,$$$,2,15
1774,3. Myazū,9.3,Japanese,$$$$,3,19
1775,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1776,5. Signor Sassi,9.2,Italian,$$,1,18
1777,6. BLANCA,9.2,Pizza,$,0,23
1778,7. Flour & Firewood,9.2,Bakery,$,0,4
1779,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1780,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1781,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1782,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1783,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1784,13. Urth Caffé,9.1,Café,$$,1,8
1785,14. BACO,9.1,Asian,$,0,2
1786,15. TRIESTE,9.1,Café,$$$$,3,8
1787,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1788,17. ‏Ajam Coffee,9.0,Café,$,0,8
1789,18. Urth caffé,9.0,Food Court,$$$,2,13
1790,19. WAGYU,9.0,Burgers,$$,1,7
1791,20. Fuchsia,9.0,Armenian,$,0,1
1792,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1793,22. Burger Boutique,9.0,Burgers,$,0,7
1794,23. Aleppo,9.0,Middle Eastern,$,0,22
1795,1. The California Burger,9.4,Burgers,$,0,7
1796,2. LPM,9.3,French,$$$,2,15
1797,3. Myazū,9.3,Japanese,$$$$,3,19
1798,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1799,5. Signor Sassi,9.2,Italian,$$,1,18
1800,6. BLANCA,9.2,Pizza,$,0,23
1801,7. Flour & Firewood,9.2,Bakery,$,0,4
1802,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1803,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1804,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1805,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1806,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1807,13. Urth Caffé,9.1,Café,$$,1,8
1808,14. BACO,9.1,Asian,$,0,2
1809,15. TRIESTE,9.1,Café,$$$$,3,8
1810,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1811,17. ‏Ajam Coffee,9.0,Café,$,0,8
1812,18. Urth caffé,9.0,Food Court,$$$,2,13
1813,19. WAGYU,9.0,Burgers,$$,1,7
1814,20. Fuchsia,9.0,Armenian,$,0,1
1815,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1816,22. Burger Boutique,9.0,Burgers,$,0,7
1817,23. Aleppo,9.0,Middle Eastern,$,0,22
1818,1. The California Burger,9.4,Burgers,$,0,7
1819,2. LPM,9.3,French,$$$,2,15
1820,3. Myazū,9.3,Japanese,$$$$,3,19
1821,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1822,5. Signor Sassi,9.2,Italian,$$,1,18
1823,6. BLANCA,9.2,Pizza,$,0,23
1824,7. Flour & Firewood,9.2,Bakery,$,0,4
1825,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1826,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1827,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1828,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1829,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1830,13. Urth Caffé,9.1,Café,$$,1,8
1831,14. BACO,9.1,Asian,$,0,2
1832,15. TRIESTE,9.1,Café,$$$$,3,8
1833,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1834,17. ‏Ajam Coffee,9.0,Café,$,0,8
1835,18. Urth caffé,9.0,Food Court,$$$,2,13
1836,19. WAGYU,9.0,Burgers,$$,1,7
1837,20. Fuchsia,9.0,Armenian,$,0,1
1838,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1839,22. Burger Boutique,9.0,Burgers,$,0,7
1840,23. Aleppo,9.0,Middle Eastern,$,0,22
1841,1. The California Burger,9.4,Burgers,$,0,7
1842,2. LPM,9.3,French,$$$,2,15
1843,3. Myazū,9.3,Japanese,$$$$,3,19
1844,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1845,5. Signor Sassi,9.2,Italian,$$,1,18
1846,6. BLANCA,9.2,Pizza,$,0,23
1847,7. Flour & Firewood,9.2,Bakery,$,0,4
1848,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1849,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1850,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1851,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1852,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1853,13. Urth Caffé,9.1,Café,$$,1,8
1854,14. BACO,9.1,Asian,$,0,2
1855,15. TRIESTE,9.1,Café,$$$$,3,8
1856,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1857,17. ‏Ajam Coffee,9.0,Café,$,0,8
1858,18. Urth caffé,9.0,Food Court,$$$,2,13
1859,19. WAGYU,9.0,Burgers,$$,1,7
1860,20. Fuchsia,9.0,Armenian,$,0,1
1861,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1862,22. Burger Boutique,9.0,Burgers,$,0,7
1863,23. Aleppo,9.0,Middle Eastern,$,0,22
1864,1. The California Burger,9.4,Burgers,$,0,7
1865,2. LPM,9.3,French,$$$,2,15
1866,3. Myazū,9.3,Japanese,$$$$,3,19
1867,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1868,5. Signor Sassi,9.2,Italian,$$,1,18
1869,6. BLANCA,9.2,Pizza,$,0,23
1870,7. Flour & Firewood,9.2,Bakery,$,0,4
1871,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1872,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1873,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1874,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1875,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1876,13. Urth Caffé,9.1,Café,$$,1,8
1877,14. BACO,9.1,Asian,$,0,2
1878,15. TRIESTE,9.1,Café,$$$$,3,8
1879,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1880,17. ‏Ajam Coffee,9.0,Café,$,0,8
1881,18. Urth caffé,9.0,Food Court,$$$,2,13
1882,19. WAGYU,9.0,Burgers,$$,1,7
1883,20. Fuchsia,9.0,Armenian,$,0,1
1884,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1885,22. Burger Boutique,9.0,Burgers,$,0,7
1886,23. Aleppo,9.0,Middle Eastern,$,0,22
1887,1. The California Burger,9.4,Burgers,$,0,7
1888,2. LPM,9.3,French,$$$,2,15
1889,3. Myazū,9.3,Japanese,$$$$,3,19
1890,4. Boga Superfoods,9.2,Sandwich Spot,$,0,27
1891,5. Signor Sassi,9.2,Italian,$$,1,18
1892,6. BLANCA,9.2,Pizza,$,0,23
1893,7. Flour & Firewood,9.2,Bakery,$,0,4
1894,8. مقصف Muqsaf 90,9.2,Breakfast,$,0,5
1895,9. Fawal Alafrah,9.1,Breakfast,$,0,5
1896,10. FISHFACE,9.1,Poke Restaurant,$$,1,24
1897,11. LA RUSTICA Pizzeria,9.1,Pizza,$$,1,23
1898,12. San Carlo Cicchetti,9.1,Italian,$,0,18
1899,13. Urth Caffé,9.1,Café,$$,1,8
1900,14. BACO,9.1,Asian,$,0,2
1901,15. TRIESTE,9.1,Café,$$$$,3,8
1902,16. PORTERHOUSE,9.0,Steakhouse,$,0,31
1903,17. ‏Ajam Coffee,9.0,Café,$,0,8
1904,18. Urth caffé,9.0,Food Court,$$$,2,13
1905,19. WAGYU,9.0,Burgers,$$,1,7
1906,20. Fuchsia,9.0,Armenian,$,0,1
1907,21. Burj Al Hamam Bistro,9.0,Lebanese,$,0,20
1908,22. Burger Boutique,9.0,Burgers,$,0,7
1909,23. Aleppo,9.0,Middle Eastern,$,0,22
1910,1. Dunkin,9.5,Donuts,$,0,9
1911,2. Graph,9.3,Café,$,0,8
1912,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1913,4. Never Enough,9.2,Bakery,$,0,4
1914,5. Breddy,9.1,Bakery,$,0,4
1915,6. McDonald's,9.1,Fast Food,$,0,12
1916,7. JDN Cafe,9.0,Café,$,0,8
1917,1. Dunkin,9.5,Donuts,$,0,9
1918,2. Graph,9.3,Café,$,0,8
1919,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1920,4. Never Enough,9.2,Bakery,$,0,4
1921,5. Breddy,9.1,Bakery,$,0,4
1922,6. McDonald's,9.1,Fast Food,$,0,12
1923,7. JDN Cafe,9.0,Café,$,0,8
1924,1. Dunkin,9.5,Donuts,$,0,9
1925,2. Graph,9.3,Café,$,0,8
1926,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1927,4. Never Enough,9.2,Bakery,$,0,4
1928,5. Breddy,9.1,Bakery,$,0,4
1929,6. McDonald's,9.1,Fast Food,$,0,12
1930,7. JDN Cafe,9.0,Café,$,0,8
1931,1. Dunkin,9.5,Donuts,$,0,9
1932,2. Graph,9.3,Café,$,0,8
1933,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1934,4. Never Enough,9.2,Bakery,$,0,4
1935,5. Breddy,9.1,Bakery,$,0,4
1936,6. McDonald's,9.1,Fast Food,$,0,12
1937,7. JDN Cafe,9.0,Café,$,0,8
1938,1. Dunkin,9.5,Donuts,$,0,9
1939,2. Graph,9.3,Café,$,0,8
1940,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1941,4. Never Enough,9.2,Bakery,$,0,4
1942,5. Breddy,9.1,Bakery,$,0,4
1943,6. McDonald's,9.1,Fast Food,$,0,12
1944,7. JDN Cafe,9.0,Café,$,0,8
1945,1. Dunkin,9.5,Donuts,$,0,9
1946,2. Graph,9.3,Café,$,0,8
1947,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1948,4. Never Enough,9.2,Bakery,$,0,4
1949,5. Breddy,9.1,Bakery,$,0,4
1950,6. McDonald's,9.1,Fast Food,$,0,12
1951,7. JDN Cafe,9.0,Café,$,0,8
1952,1. Dunkin,9.5,Donuts,$,0,9
1953,2. Graph,9.3,Café,$,0,8
1954,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1955,4. Never Enough,9.2,Bakery,$,0,4
1956,5. Breddy,9.1,Bakery,$,0,4
1957,6. McDonald's,9.1,Fast Food,$,0,12
1958,7. JDN Cafe,9.0,Café,$,0,8
1959,1. Dunkin,9.5,Donuts,$,0,9
1960,2. Graph,9.3,Café,$,0,8
1961,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1962,4. Never Enough,9.2,Bakery,$,0,4
1963,5. Breddy,9.1,Bakery,$,0,4
1964,6. McDonald's,9.1,Fast Food,$,0,12
1965,7. JDN Cafe,9.0,Café,$,0,8
1966,1. Dunkin,9.5,Donuts,$,0,9
1967,2. Graph,9.3,Café,$,0,8
1968,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1969,4. Never Enough,9.2,Bakery,$,0,4
1970,5. Breddy,9.1,Bakery,$,0,4
1971,6. McDonald's,9.1,Fast Food,$,0,12
1972,7. JDN Cafe,9.0,Café,$,0,8
1973,1. Dunkin,9.5,Donuts,$,0,9
1974,2. Graph,9.3,Café,$,0,8
1975,3. شاهي وجباتي عويس,9.2,Food Truck,$,0,14
1976,4. Never Enough,9.2,Bakery,$,0,4
1977,5. Breddy,9.1,Bakery,$,0,4
1978,6. McDonald's,9.1,Fast Food,$,0,12
1979,7. JDN Cafe,9.0,Café,$,0,8
1980,1. Myazū,9.3,Japanese,$$$$,3,19
1981,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
1982,3. Copper,9.0,Steakhouse,$$$$,3,31
1983,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
1984,1. Myazū,9.3,Japanese,$$$$,3,19
1985,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
1986,3. Copper,9.0,Steakhouse,$$$$,3,31
1987,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
1988,1. Myazū,9.3,Japanese,$$$$,3,19
1989,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
1990,3. Copper,9.0,Steakhouse,$$$$,3,31
1991,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
1992,1. Myazū,9.3,Japanese,$$$$,3,19
1993,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
1994,3. Copper,9.0,Steakhouse,$$$$,3,31
1995,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
1996,1. Myazū,9.3,Japanese,$$$$,3,19
1997,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
1998,3. Copper,9.0,Steakhouse,$$$$,3,31
1999,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
2000,1. Myazū,9.3,Japanese,$$$$,3,19
2001,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
2002,3. Copper,9.0,Steakhouse,$$$$,3,31
2003,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
2004,1. Myazū,9.3,Japanese,$$$$,3,19
2005,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
2006,3. Copper,9.0,Steakhouse,$$$$,3,31
2007,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
2008,1. Myazū,9.3,Japanese,$$$$,3,19
2009,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
2010,3. Copper,9.0,Steakhouse,$$$$,3,31
2011,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
2012,1. Myazū,9.3,Japanese,$$$$,3,19
2013,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
2014,3. Copper,9.0,Steakhouse,$$$$,3,31
2015,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
2016,1. Myazū,9.3,Japanese,$$$$,3,19
2017,2. Marble Cuisine,9.2,Steakhouse,$$$$,3,31
2018,3. Copper,9.0,Steakhouse,$$$$,3,31
2019,4. PORTERHOUSE,9.0,Steakhouse,$$$$,3,31
2020,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2021,2. Red Box,9.5,Restaurant,$,0,25
2022,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2023,4. The California Burger,9.4,Burgers,$,0,7
2024,5. ساين,9.4,Burgers,$,0,7
2025,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2026,7. AlNaqaa,9.4,Breakfast,$,0,5
2027,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2028,9. شاي وسمسم,9.4,Café,$$$$,3,8
2029,10. Myazū,9.3,Japanese,$,0,19
2030,11. WHJ CAFE,9.3,Café,$,0,8
2031,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2032,13. DIA BAKERY,9.3,Bakery,$,0,4
2033,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2034,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2035,16. Stones,9.3,Café,$,0,8
2036,17. Sakaf Cafe,9.3,Café,$,0,8
2037,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2038,19. بلوف,9.2,Restaurant,$,0,25
2039,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2040,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2041,22. Signor Sassi,9.2,Italian,$$,1,18
2042,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2043,24. Armin,9.2,Eastern European,$$,1,10
2044,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2045,26. Armin,9.2,Mediterranean,$,0,21
2046,27. BLANCA,9.2,Pizza,$,0,23
2047,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2048,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2049,2. Red Box,9.5,Restaurant,$,0,25
2050,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2051,4. The California Burger,9.4,Burgers,$,0,7
2052,5. ساين,9.4,Burgers,$,0,7
2053,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2054,7. AlNaqaa,9.4,Breakfast,$,0,5
2055,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2056,9. شاي وسمسم,9.4,Café,$$$$,3,8
2057,10. Myazū,9.3,Japanese,$,0,19
2058,11. WHJ CAFE,9.3,Café,$,0,8
2059,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2060,13. DIA BAKERY,9.3,Bakery,$,0,4
2061,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2062,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2063,16. Stones,9.3,Café,$,0,8
2064,17. Sakaf Cafe,9.3,Café,$,0,8
2065,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2066,19. بلوف,9.2,Restaurant,$,0,25
2067,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2068,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2069,22. Signor Sassi,9.2,Italian,$$,1,18
2070,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2071,24. Armin,9.2,Eastern European,$$,1,10
2072,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2073,26. Armin,9.2,Mediterranean,$,0,21
2074,27. BLANCA,9.2,Pizza,$,0,23
2075,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2076,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2077,2. Red Box,9.5,Restaurant,$,0,25
2078,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2079,4. The California Burger,9.4,Burgers,$,0,7
2080,5. ساين,9.4,Burgers,$,0,7
2081,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2082,7. AlNaqaa,9.4,Breakfast,$,0,5
2083,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2084,9. شاي وسمسم,9.4,Café,$$$$,3,8
2085,10. Myazū,9.3,Japanese,$,0,19
2086,11. WHJ CAFE,9.3,Café,$,0,8
2087,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2088,13. DIA BAKERY,9.3,Bakery,$,0,4
2089,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2090,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2091,16. Stones,9.3,Café,$,0,8
2092,17. Sakaf Cafe,9.3,Café,$,0,8
2093,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2094,19. بلوف,9.2,Restaurant,$,0,25
2095,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2096,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2097,22. Signor Sassi,9.2,Italian,$$,1,18
2098,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2099,24. Armin,9.2,Eastern European,$$,1,10
2100,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2101,26. Armin,9.2,Mediterranean,$,0,21
2102,27. BLANCA,9.2,Pizza,$,0,23
2103,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2104,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2105,2. Red Box,9.5,Restaurant,$,0,25
2106,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2107,4. The California Burger,9.4,Burgers,$,0,7
2108,5. ساين,9.4,Burgers,$,0,7
2109,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2110,7. AlNaqaa,9.4,Breakfast,$,0,5
2111,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2112,9. شاي وسمسم,9.4,Café,$$$$,3,8
2113,10. Myazū,9.3,Japanese,$,0,19
2114,11. WHJ CAFE,9.3,Café,$,0,8
2115,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2116,13. DIA BAKERY,9.3,Bakery,$,0,4
2117,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2118,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2119,16. Stones,9.3,Café,$,0,8
2120,17. Sakaf Cafe,9.3,Café,$,0,8
2121,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2122,19. بلوف,9.2,Restaurant,$,0,25
2123,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2124,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2125,22. Signor Sassi,9.2,Italian,$$,1,18
2126,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2127,24. Armin,9.2,Eastern European,$$,1,10
2128,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2129,26. Armin,9.2,Mediterranean,$,0,21
2130,27. BLANCA,9.2,Pizza,$,0,23
2131,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2132,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2133,2. Red Box,9.5,Restaurant,$,0,25
2134,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2135,4. The California Burger,9.4,Burgers,$,0,7
2136,5. ساين,9.4,Burgers,$,0,7
2137,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2138,7. AlNaqaa,9.4,Breakfast,$,0,5
2139,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2140,9. شاي وسمسم,9.4,Café,$$$$,3,8
2141,10. Myazū,9.3,Japanese,$,0,19
2142,11. WHJ CAFE,9.3,Café,$,0,8
2143,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2144,13. DIA BAKERY,9.3,Bakery,$,0,4
2145,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2146,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2147,16. Stones,9.3,Café,$,0,8
2148,17. Sakaf Cafe,9.3,Café,$,0,8
2149,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2150,19. بلوف,9.2,Restaurant,$,0,25
2151,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2152,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2153,22. Signor Sassi,9.2,Italian,$$,1,18
2154,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2155,24. Armin,9.2,Eastern European,$$,1,10
2156,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2157,26. Armin,9.2,Mediterranean,$,0,21
2158,27. BLANCA,9.2,Pizza,$,0,23
2159,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2160,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2161,2. Red Box,9.5,Restaurant,$,0,25
2162,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2163,4. The California Burger,9.4,Burgers,$,0,7
2164,5. ساين,9.4,Burgers,$,0,7
2165,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2166,7. AlNaqaa,9.4,Breakfast,$,0,5
2167,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2168,9. شاي وسمسم,9.4,Café,$$$$,3,8
2169,10. Myazū,9.3,Japanese,$,0,19
2170,11. WHJ CAFE,9.3,Café,$,0,8
2171,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2172,13. DIA BAKERY,9.3,Bakery,$,0,4
2173,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2174,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2175,16. Stones,9.3,Café,$,0,8
2176,17. Sakaf Cafe,9.3,Café,$,0,8
2177,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2178,19. بلوف,9.2,Restaurant,$,0,25
2179,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2180,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2181,22. Signor Sassi,9.2,Italian,$$,1,18
2182,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2183,24. Armin,9.2,Eastern European,$$,1,10
2184,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2185,26. Armin,9.2,Mediterranean,$,0,21
2186,27. BLANCA,9.2,Pizza,$,0,23
2187,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2188,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2189,2. Red Box,9.5,Restaurant,$,0,25
2190,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2191,4. The California Burger,9.4,Burgers,$,0,7
2192,5. ساين,9.4,Burgers,$,0,7
2193,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2194,7. AlNaqaa,9.4,Breakfast,$,0,5
2195,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2196,9. شاي وسمسم,9.4,Café,$$$$,3,8
2197,10. Myazū,9.3,Japanese,$,0,19
2198,11. WHJ CAFE,9.3,Café,$,0,8
2199,12. Al Afrah Restaurant,9.3,Breakfast,$,0,5
2200,13. DIA BAKERY,9.3,Bakery,$,0,4
2201,14. بوفية فهد كبدة غنم وحاشي,9.3,Breakfast,$,0,5
2202,15. فرن صحيفة وفطائر شامية,9.3,Bakery,$,0,4
2203,16. Stones,9.3,Café,$,0,8
2204,17. Sakaf Cafe,9.3,Café,$,0,8
2205,18. Boga Superfoods,9.2,Sandwich Spot,$,0,27
2206,19. بلوف,9.2,Restaurant,$,0,25
2207,20. Al Hatab Bakery,9.2,Bakery,$$,1,4
2208,21. Al Hatab Bakery,9.2,Bakery,$$,1,4
2209,22. Signor Sassi,9.2,Italian,$$,1,18
2210,23. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$,0,22
2211,24. Armin,9.2,Eastern European,$$,1,10
2212,25. AlKadesiya Bakery,9.2,Bakery,$,0,4
2213,26. Armin,9.2,Mediterranean,$,0,21
2214,27. BLANCA,9.2,Pizza,$,0,23
2215,28. محامص ومطاحن السوادي,9.2,Snacks,$,0,30
2216,1. Knoll Coffee Roasters,9.6,Café,$,0,8
2217,2. Red Box,9.5,Restaurant,$,0,25
2218,3. Dunkin’ Donuts Drive Thru,9.4,Donuts,$,0,9
2219,4. The California Burger,9.4,Burgers,$,0,7
2220,5. ساين,9.4,Burgers,$,0,7
2221,6. Oregano Pizzeria,9.4,Pizza,$,0,23
2222,7. AlNaqaa,9.4,Breakfast,$,0,5
2223,8. محمصة اليوم الثامن,9.4,Café,$,0,8
2224,9. شاي وسمسم,9.4,Café,$$$$,3,8
2225,10. Myazū,9.3,Japanese,$,0,19
