,Name,Score,Category,Price_Range,Price_Range_encoded,Category_encoded
711,6. Al Hatab Bakery,9.2,Bakery,$,0,2
712,7. TUL CAFE,9.2,Café,$,0,5
713,8. خُوصَة,9.2,Café,$,0,5
714,9. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,13
715,10. البيك,9.2,Fried Chicken,$,0,10
716,11. Deers Cafe,9.2,Café,$,0,5
717,12. المذاق المغربي,9.1,Café,$,0,5
718,13. مطعم خندلة,9.1,Turkish,$$,1,22
719,14. Maqloba,9.0,Restaurant,$,0,16
720,15. Albaik,9.0,Fried Chicken,$,0,10
721,16. مضغوط تهامة,9.0,Fried Chicken,$$,1,10
722,1. Coffee Maliha,9.4,Café,$,0,5
723,2. ساين,9.4,Burgers,$,0,4
724,3. محمصة اليوم الثامن,9.4,Café,$,0,5
725,4. Less Is More,9.3,Café,$,0,5
726,5. Saheel Cafe,9.2,Café,$,0,5
727,6. Al Hatab Bakery,9.2,Bakery,$,0,2
728,7. TUL CAFE,9.2,Café,$,0,5
729,8. خُوصَة,9.2,Café,$,0,5
730,9. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,13
731,10. البيك,9.2,Fried Chicken,$,0,10
732,11. Deers Cafe,9.2,Café,$,0,5
733,12. المذاق المغربي,9.1,Café,$,0,5
734,13. مطعم خندلة,9.1,Turkish,$$,1,22
735,14. Maqloba,9.0,Restaurant,$,0,16
736,15. Albaik,9.0,Fried Chicken,$,0,10
737,16. مضغوط تهامة,9.0,Fried Chicken,$$,1,10
738,1. Coffee Maliha,9.4,Café,$,0,5
739,2. ساين,9.4,Burgers,$,0,4
740,3. محمصة اليوم الثامن,9.4,Café,$,0,5
741,4. Less Is More,9.3,Café,$,0,5
742,5. Saheel Cafe,9.2,Café,$,0,5
743,6. Al Hatab Bakery,9.2,Bakery,$,0,2
744,7. TUL CAFE,9.2,Café,$,0,5
745,8. خُوصَة,9.2,Café,$,0,5
746,9. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,13
747,10. البيك,9.2,Fried Chicken,$,0,10
748,11. Deers Cafe,9.2,Café,$,0,5
749,12. المذاق المغربي,9.1,Café,$,0,5
750,13. مطعم خندلة,9.1,Turkish,$$,1,22
751,14. Maqloba,9.0,Restaurant,$,0,16
752,15. Albaik,9.0,Fried Chicken,$,0,10
753,16. مضغوط تهامة,9.0,Fried Chicken,$$,1,10
754,1. Coffee Maliha,9.4,Café,$,0,5
755,2. ساين,9.4,Burgers,$,0,4
756,3. محمصة اليوم الثامن,9.4,Café,$,0,5
757,4. Less Is More,9.3,Café,$,0,5
758,5. Saheel Cafe,9.2,Café,$,0,5
759,6. Al Hatab Bakery,9.2,Bakery,$,0,2
760,7. TUL CAFE,9.2,Café,$,0,5
761,8. خُوصَة,9.2,Café,$,0,5
762,9. مطاعم ومطابخ باخلعه- مندي ومكتوم,9.2,Middle Eastern,$$,1,13
763,10. البيك,9.2,Fried Chicken,$,0,10
764,11. Deers Cafe,9.2,Café,$,0,5
765,12. المذاق المغربي,9.1,Café,$,0,5
766,13. مطعم خندلة,9.1,Turkish,$$,1,22
767,14. Maqloba,9.0,Restaurant,$,0,16
768,15. Albaik,9.0,Fried Chicken,$,0,10
769,16. مضغوط تهامة,9.0,Fried Chicken,$$,1,10
